Ping,JDBC
0.62975997,2.4515
0.6779167,2.3611
0.7272175,2.2375
0.6081305,2.2321
0.69324,2.4102
0.6185833,2.3963
0.76277775,2.6156
0.65452,2.4646
0.7133201,2.47
0.6465,2.5668
0.6881666,2.9494
0.7888749,2.3182
0.62647825,2.2888
0.7074445,2.6328
0.67975867,2.8326
0.69385713,2.7446
0.72520834,2.3601
0.57391304,2.2689
0.6358,2.5002
0.6833461,2.5158
0.68088466,2.5994
0.6424285,2.7115
0.82623994,2.4394
0.6651923,2.5343
0.6525833,2.3579
0.64591664,2.324
0.6087273,2.1441
0.59554535,2.1676
0.5581364,2.1941
0.66425,2.3201
0.637,2.3504
0.90316004,2.4624
0.7182916,2.3216
0.8141739,2.2156
0.5698182,2.1999
0.68225,2.3284
0.76595646,2.267
0.8450001,2.4847
0.8587777,2.6306
0.7793846,2.5188
0.67891294,2.2126
0.6064783,2.2605
0.64542305,2.5644
0.6951153,2.5477
0.720931,2.8193
0.62740004,2.4123
0.62824,2.4071
0.5928636,2.1866
0.64599997,2.4022
0.7036923,2.5889
0.6352692,2.5987
0.68371993,2.4192
0.82659996,2.4776
0.69404006,2.4841
0.59508336,2.3245
0.5796667,2.3525
0.57173914,2.2166
0.60800004,2.383
0.61665225,2.2838
0.6564783,2.253
0.63182604,2.2235
0.6319091,2.1477
0.62395656,2.2863
0.74554163,2.3773
0.76269233,2.5598
0.7110399,2.4549
0.60664004,2.4696
0.5940435,2.2848
0.5899583,2.3343
0.60512495,2.3567
0.88039994,2.4697
0.68,2.3461
0.71936,2.4401
0.6427692,2.5792
0.7207587,2.8533
0.81984615,2.5597
0.65812,2.4994
0.72346663,2.9164
0.7302692,2.5809
0.6880386,2.6484
0.81136674,2.9868
0.78072,2.4661
0.6919616,2.5938
0.6359599,2.47
0.6597308,2.5883
0.67312,2.4977
0.69886965,2.2131
0.642375,2.3182
0.73437035,2.6658
0.66135997,2.4063
0.598,2.5297
0.703,2.3652
0.75600004,2.4203
0.5724783,2.2665
0.659,2.3079
0.638125,2.3124
0.6836087,2.2976
0.65932,2.4034
0.63392866,2.7255
0.6670385,2.5773
0.72923994,2.4531
0.68899995,2.3887
0.64732003,2.4006
0.65179163,2.3057
0.7118333,2.3644
0.5880417,2.3226
0.5699166,2.3976
0.6209259,2.6743
0.6820001,2.5139
0.7552693,2.5257
0.64953846,2.5859
0.80325925,2.6408
0.67123085,2.5618
0.60642856,2.7217
0.74699986,2.6722
0.6741852,2.6717
0.67678267,2.2214
0.5633913,2.2321
0.64082605,2.2013
0.6581363,2.1044
0.6184347,2.2421
0.5615652,2.237
0.591826,2.2359
0.679,2.45
0.71391296,2.2257
0.6024286,2.0778
0.62508696,2.2663
0.6752609,2.2137
0.6186957,2.2562
0.7947499,2.3085
0.56960875,2.2774
0.66495836,2.4132
0.66874075,2.6216
0.68192,2.4498
0.67473906,2.2777
0.59956515,2.2347
0.597375,2.344
0.6145925,2.6957
0.69975,2.3117
0.5881668,2.3005
0.6962916,2.3198
0.66076,2.438
0.6929285,2.7264
0.61355543,2.6314
0.7174166,2.3998
0.72957146,2.7651
0.62396014,2.4812
0.6596667,2.6181
0.7577408,2.6434
0.64512,2.4982
0.6783928,2.7719
0.6590358,2.8118
0.67839986,2.4227
0.60792005,2.4589
0.64966667,2.6726
0.6347601,2.439
0.6446,2.4904
0.58456004,2.4064
0.6422593,2.6643
0.692,2.349
0.611,2.2803
0.58391666,2.3229
0.6323044,2.2309
0.67454535,2.1906
0.5745238,2.0766
0.56347835,2.2869
0.63595647,2.2847
0.55618185,2.1648
0.64931816,2.1745
0.63640904,2.1358
0.5762727,2.1259
0.62268174,2.1797
0.54745454,2.1077
0.56118184,2.1981
0.689125,2.3084
0.58363634,2.1726
0.5718261,2.2634
0.61631817,2.1476
0.5810476,2.122
0.54781824,2.1123
0.6629999,2.1239
0.606762,2.0977
0.6251429,2.0964
0.6346667,2.0321
0.7069047,2.0693
0.54985,1.9803
0.62014997,1.9874
0.51325,2.0035
0.5099,1.9475
0.5439,1.9402
0.50380003,1.9536
0.52126324,1.8853
0.5885,1.9103
0.54295,1.9313
0.6714,1.9313
0.7116818,2.1356
0.6944999,1.9278
0.61805266,1.8981
0.54147375,1.9139
0.61574996,1.9201
0.64194995,1.9599
0.52531576,1.8365
0.50736845,1.9099
0.53242105,1.8587
0.5318421,1.8893
0.52731574,1.8844
0.59305,1.977
0.574,2.0111
0.51925,1.9728
0.56065,1.9178
0.58657897,1.9061
0.5595499,1.9111
0.70115,1.9257
0.5228947,1.8809
0.50116664,1.8038
0.5212631,1.8148
0.60605264,1.9021
0.5434737,1.873
0.5129473,1.8955
0.5077895,1.8421
0.5173685,1.85
0.5411666,1.8187
0.55731577,1.8537
0.54657894,1.8035
0.5444499,2.0001
0.52459997,1.908
0.5175789,1.8643
0.62095,1.9176
0.53129995,1.9771
0.5241667,1.7941
0.5547369,1.8811
0.50494736,1.8501
0.5073684,1.8527
0.5445263,1.8449
0.5118947,1.8472
0.6240526,1.8757
0.58926314,1.8147
0.70268416,1.8595
0.64083344,1.8015
0.5092222,1.7869
0.5288333,1.7789
0.496,1.8146
0.49144444,1.8191
0.51815784,1.826
0.54065,1.9114
0.4978889,1.8077
0.5447895,1.8302
0.5566842,1.8351
0.51221055,1.8524
0.6709473,1.8996
0.7264736,1.8779
0.52010524,1.8104
0.5082106,1.8504
0.59221053,1.8426
0.65621054,1.887
0.52361107,1.7687
0.56205255,1.8203
0.50221044,1.8288
0.56284994,1.937
0.73030007,1.9113
0.53263164,1.8425
0.672,1.8465
0.5255263,1.8212
0.55114996,1.971
0.6058421,1.8462
0.5331579,1.879
0.88495,1.9626
0.5632105,1.8878
0.526,1.9544
0.5594737,1.812
0.53022224,1.7866
0.575,1.7771
0.538,1.9014
0.5201667,1.7257
0.58794445,1.831
0.56852627,1.8091
0.5238947,1.8132
0.6522,1.9134
0.5216667,1.82
0.52252626,1.8244
0.5473684,1.8263
0.51483333,1.766
0.52178943,1.8183
0.5085,1.913
0.56372225,1.7561
0.5099412,1.7342
0.6215,1.7994
0.5431667,1.7677
0.6127894,1.8787
0.6515,1.7912
0.5379445,1.7989
0.6078421,1.8515
0.65784204,1.8048
0.51878947,1.8956
0.5223334,1.7689
0.54700005,1.7541
0.5436316,1.8549
0.6543529,1.7488
0.5241053,1.8635
0.5048889,1.7752
0.49683332,1.7737
0.5146111,1.73
0.48676473,1.67
0.53455555,1.7318
0.51955557,1.7186
0.52011114,1.7607
0.57977784,1.7667
0.5322778,1.7642
0.508579,1.8257
0.5787368,1.8392
0.6091052,1.8304
0.5235555,1.7462
0.509647,1.7057
0.5596111,1.7792
0.51161116,1.7744
0.5217059,1.7324
0.5324444,1.7683
0.5697223,1.7741
0.597,1.7476
0.54105884,1.7338
0.5486667,1.7198
0.5911667,1.7182
0.6849444,1.7429
0.53877777,1.7502
0.52435285,1.7369
0.5065556,1.7598
0.71772224,1.7942
0.5184737,1.8136
0.52005553,1.7866
0.50600004,1.7438
0.53400004,1.7994
0.59568423,1.807
0.5044444,1.7465
0.5363158,1.8295
1.0462776,1.8103
0.4977222,1.7882
0.5199444,1.7636
0.65155554,1.7744
0.66599995,1.8025
0.6926843,1.866
0.5453889,1.8002
0.54455006,1.9031
0.5277222,1.7666
0.5313333,1.8087
0.6565263,1.83
0.49705553,1.7923
0.54188895,1.8022
0.5427368,1.8382
0.7126111,1.7875
0.5562631,1.8209
0.7759474,1.8335
0.5995,1.8288
0.82773685,1.8375
0.51788884,1.774
0.5148889,1.7722
0.6725,1.7766
0.53788894,1.7816
0.52849996,1.8069
0.6303889,1.7561
0.5567368,1.8548
0.5397894,1.8227
0.5008333,1.7357
0.5386112,1.781
0.5315,1.7828
0.5121111,1.7898
0.7578947,1.8754
0.63977784,1.8017
0.5470555,1.7762
0.6751111,1.7708
0.5722778,1.7431
0.50066674,1.7436
0.66022223,1.804
0.49600002,1.7015
0.49933326,1.753
0.56738883,1.7607
0.5412778,1.7664
0.5141666,1.7484
0.7915,1.8123
0.55027777,1.7423
0.53122216,1.7656
0.6254737,1.8563
0.5198421,1.8086
0.643,1.8149
0.54805547,1.7769
0.68265,1.9823
0.5379474,1.8634
0.52505267,1.8725
0.5737368,1.8459
0.51327777,1.7464
0.5775,1.7612
0.527,1.8563
0.5523158,1.8469
0.553421,1.8574
0.5976315,1.8669
0.629,1.7726
0.5421667,1.811
0.5423157,1.8475
0.5316111,1.7895
0.5262106,1.8171
0.5501667,1.787
0.50405264,1.8518
0.70044446,1.767
0.5293889,1.7711
0.65357894,1.8061
0.5199444,1.729
0.6393333,1.7968
0.5120527,1.8832
0.54294735,1.8423
0.54705,1.9558
0.5735714,1.8724
0.55065,1.9265
0.5773158,1.853
0.59421045,1.8927
0.56014997,1.9186
0.61800003,2.0052
0.5461579,1.8451
0.57825005,1.9037
0.62184215,1.9292
0.58709997,1.9231
0.73081815,2.1946
0.5886842,1.8523
0.56773686,1.9188
0.5945001,1.9894
0.6574,1.9836
0.5727369,1.904
0.64250004,1.9616
0.6887501,2.0299
0.58440006,1.9229
0.7586363,2.1076
0.68665,1.9834
0.5533158,1.8627
0.7258096,2.0417
0.5979001,1.9163
0.6096316,1.919
1.29655,1.9395
0.5552106,1.8807
0.54665005,1.9348
0.59265,1.9849
0.5633,1.9289
0.58930004,1.9865
0.5765789,1.8646
0.54461116,1.8123
0.5349474,1.8078
0.567,1.844
0.534421,1.822
0.537,1.826
0.5451053,1.8644
0.6408948,1.9214
0.5451579,1.8012
0.51521057,1.8119
0.65205264,1.8397
0.5471052,1.8479
0.57357895,1.8409
0.61352634,1.8777
0.57010525,1.8526
0.54657894,1.818
0.62168425,1.8694
0.54752636,1.8541
0.5578421,1.8073
0.6341001,1.9823
0.59863156,1.8675
0.673421,1.8721
0.5810999,1.9015
0.62161106,1.8514
0.5677368,1.822
0.98159266,2.6634
0.87283343,2.3467
0.67627275,2.1761
0.63323814,2.1177
0.60014284,2.0427
0.6485455,2.1758
0.5799473,1.9194
0.6915454,2.1165
0.52509993,1.9497
0.77309525,2.1083
0.599421,1.8779
0.53475004,1.9664
0.5929499,1.9341
0.5844737,1.8554
0.5663684,1.894
0.5995,1.8685
0.5507894,1.8942
0.6228421,1.895
0.58544445,1.8604
0.492,1.8235
0.54877776,1.8235
0.527,1.8054
0.505,1.8054
0.5356316,1.8154
0.52383333,1.8016
0.5169473,1.8086
0.5513158,1.8312
0.5328947,1.854
0.54433334,1.8246
0.58721054,1.8859
0.5696667,1.7986
0.5359473,1.8412
0.52978945,1.8416
0.52226317,1.8248
0.5015263,1.8522
0.5836842,1.8748
0.5733501,1.9129
0.61021054,1.901
0.61272216,1.7804
0.5511111,1.7886
0.60289466,1.8625
0.5558421,1.8417
0.51227784,1.7578
0.5520556,1.7972
0.5975,1.8253
